raceId,driverId,constructorId,grid,rank,points,positionOrder,year,round,circuitId,race_date,circuit_lat,circuit_lng,circuit_alt,qualifying_position,q1_ms,q2_ms,q3_ms,qualifying_gap_to_pole_ms,grid_rank_within_race,driver_circuit_pit_time_mean_hist,driver_circuit_pit_time_total_hist,driver_circuit_pit_stop_count_mean_hist,driver_circuit_pit_stop_count_max_hist,driver_circuit_pit_stop_count_min_hist,driver_circuit_lap_time_mean_hist,driver_circuit_race_lap_time_total_mean_hist,driver_circuit_best_lap_hist,driver_circuit_worst_lap_hist,driver_circuit_lap_time_std_hist,driver_circuit_laps_completed_mean_hist,driver_points_prev,driver_wins_prev,driver_championship_position_mean_hist,driver_circuit_wins_hist,driver_circuit_finish_position_mean_hist,driver_season_points_before_race,constructor_points_prev,constructor_wins_prev,constructor_championship_position_mean_hist,constructor_circuit_finish_position_mean_hist,constructor_circuit_wins_hist,constructor_season_points_before_race,driver_last_3_avg_finish_position,driver_last_3_top3_rate,driver_last_3_top10_rate,driver_last_5_avg_finish_position,driver_last_5_top3_rate,driver_last_5_top10_rate,driver_last_10_avg_finish_position,driver_last_10_top3_rate,driver_last_10_top10_rate,constructor_last_3_avg_finish_position,constructor_last_3_top10_rate,constructor_last_5_avg_finish_position,constructor_last_5_top10_rate,constructor_last_10_avg_finish_position,constructor_last_10_top10_rate
833,642,51,1.0,,9.0,1,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,1.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,786,51,2.0,,6.0,2,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,2.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,686,51,4.0,,4.0,3,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,4.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,704,154,6.0,,3.0,4,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,6.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,627,154,9.0,,2.0,5,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,9.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,619,151,13.0,,0.0,6,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,14.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,787,151,15.0,,0.0,7,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,16.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,741,154,14.0,,0.0,8,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,15.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,784,105,16.0,,0.0,9,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,17.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,778,105,20.0,,0.0,10,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,21.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,788,105,20.0,,0.0,10,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,21.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,660,154,21.0,,0.0,11,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,23.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,579,51,3.0,,0.0,12,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,3.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,776,126,19.0,,0.0,13,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,20.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,669,105,5.0,,0.0,14,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,5.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,747,105,18.0,,0.0,15,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,19.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,785,126,17.0,,0.0,16,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,18.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,640,105,8.0,,0.0,17,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,8.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,589,105,11.0,,0.0,18,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,12.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,789,154,7.0,,0.0,19,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,7.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,661,151,10.0,,0.0,20,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,10.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,666,151,10.0,,0.0,20,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,10.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
833,790,151,12.0,,0.0,21,1950,1,9,1950-05-13,52.0786,-1.01694,153,,,,,,13.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
834,579,51,1.0,,9.0,1,1950,2,6,1950-05-21,43.7347,7.42056,7,,,,,,1.0,,,,,,,,,,,,0.0,0.0,13.0,0,,0.0,,,,,0,19.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,5.666666666666667,0.6666666666666666,4.5,0.75,4.5,0.75
834,647,6,7.0,,6.0,2,1950,2,6,1950-05-21,43.7347,7.42056,7,,,,,,7.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
834,589,105,8.0,,4.0,3,1950,2,6,1950-05-21,43.7347,7.42056,7,,,,,,8.0,,,,,,,,,,,,0.0,0.0,19.0,0,,0.0,,,,,0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,16.666666666666668,0.0,14.8,0.2,13.285714285714286,0.42857142857142855
834,793,6,9.0,,3.0,4,1950,2,6,1950-05-21,43.7347,7.42056,7,,,,,,9.0,,,,,,,,,,,,,,,0,,0.0,,,,,0,0.0,,,,,,,,,,,,,,,
834,669,105,15.0,,2.0,5,1950,2,6,1950-05-21,43.7347,7.42056,7,,,,,,15.0,,,,,,,,,,,,0.0,0.0,15.0,0,,0.0,,,,,0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,16.666666666666668,0.0,14.8,0.2,13.285714285714286,0.42857142857142855
834,619,151,16.0,,0.0,6,1950,2,6,1950-05-21,43.7347,7.42056,7,,,,,,16.0,,,,,,,,,,,,0.0,0.0,6.0,0,,0.0,,,,,0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,6.0,0.0,1.0,20.333333333333332,0.0,14.8,0.4,14.8,0.4
